<<<<<<< HEAD
Country Code,Year,City,Country Name,Temp_AvgTemperature,City_Longitude,City_Latitude,City_Population,City_Land_Area,City_HDI,City_GINI,City_Overall Score (GDP),City_Property Rights,City_Government Integrity,City_Judicial Effectiveness,City_Tax Burden,City_Government Spending,City_Fiscal Health,City_Business Freedom,City_Labor Freedom,City_Monetary Freedom,City_Trade Freedom,City_Investment Freedom,City_Financial Freedom
USA,2016,Bridgeport,US,55.279005524861915,,,,,,,,,,,,,,,,,,,
USA,2017,Bridgeport,US,54.63095890410957,,,,,,,,,,,,,,,,,,,
USA,2018,Bridgeport,US,53.501643835616385,,,,,,,,,,,,,,,,,,,
USA,2012,Brownsville,US,76.17213114754094,,,,,,,,,,,,,,,,,,,
USA,2013,Brownsville,US,73.73873626373626,,,,,,,,,,,,,,,,,,,
USA,2014,Brownsville,US,72.82849315068495,,,,,,,,,,,,,,,,,,,
USA,2015,Brownsville,US,73.75342465753423,,,,,,,,,,,,,,,,,,,
USA,2016,Brownsville,US,75.19726775956286,,,,,,,,,,,,,,,,,,,
USA,2017,Brownsville,US,76.02630136986298,,,,,,,,,,,,,,,,,,,
USA,2018,Brownsville,US,75.34054794520551,,,,,,,,,,,,,,,,,,,
USA,2012,Buffalo,US,52.07185792349726,,,,,,,,,,,,,,,,,,,
USA,2013,Buffalo,US,48.849589041095854,,,,,,,,,,,,,,,,,,,
USA,2014,Buffalo,US,47.09808219178083,,,,,,,,,,,,,,,,,,,
USA,2015,Buffalo,US,48.78849315068493,,,,,,,,,,,,,,,,,,,
USA,2016,Buffalo,US,51.151366120218604,,,,,,,,,,,,,,,,,,,
USA,2017,Buffalo,US,50.03095890410957,,,,,,,,,,,,,,,,,,,
USA,2018,Buffalo,US,49.43561643835614,,,,,,,,,,,,,,,,,,,
USA,2012,Burlington,US,49.84043715846995,,,,,,,,,,,,,,,,,,,
USA,2013,Burlington,US,47.238630136986316,,,,,,,,,,,,,,,,,,,
USA,2014,Burlington,US,46.74109589041097,,,,,,,,,,,,,,,,,,,
USA,2015,Burlington,US,47.62630136986303,,,,,,,,,,,,,,,,,,,
USA,2016,Burlington,US,49.49918032786889,,,,,,,,,,,,,,,,,,,
USA,2017,Burlington,US,48.7956164383562,,,,,,,,,,,,,,,,,,,
USA,2018,Burlington,US,48.39753424657532,,,,,,,,,,,,,,,,,,,
USA,2012,Caribou,US,42.87459016393444,,,,,,,,,,,,,,,,,,,
USA,2013,Caribou,US,41.07945205479451,,,,,,,,,,,,,,,,,,,
USA,2014,Caribou,US,40.56109589041094,,,,,,,,,,,,,,,,,,,
USA,2015,Caribou,US,40.58219178082193,,,,,,,,,,,,,,,,,,,
USA,2016,Caribou,US,42.20546448087432,,,,,,,,,,,,,,,,,,,
USA,2017,Caribou,US,41.81342465753426,,,,,,,,,,,,,,,,,,,
USA,2018,Caribou,US,41.36164383561644,,,,,,,,,,,,,,,,,,,
USA,2012,Casper,US,48.9756830601093,,,,,,,,,,,,,,,,,,,
USA,2013,Casper,US,45.43698630136989,,,,,,,,,,,,,,,,,,,
USA,2014,Casper,US,45.21095890410956,,,,,,,,,,,,,,,,,,,
USA,2015,Casper,US,47.49041095890408,,,,,,,,,,,,,,,,,,,
USA,2016,Casper,US,47.027049180327914,,,,,,,,,,,,,,,,,,,
USA,2017,Casper,US,46.57753424657533,,,,,,,,,,,,,,,,,,,
USA,2018,Casper,US,45.71178082191781,,,,,,,,,,,,,,,,,,,
USA,2012,Charleston,US,61.928142076502716,,,,,,,,,,,,,,,,,,,
USA,2013,Charleston,US,60.432328767123266,,,,,,,,,,,,,,,,,,,
USA,2014,Charleston,US,60.0838356164383,,,,,,,,,,,,,,,,,,,
USA,2015,Charleston,US,61.72301369863001,,,,,,,,,,,,,,,,,,,
USA,2016,Charleston,US,62.30040983606557,,,,,,,,,,,,,,,,,,,
USA,2017,Charleston,US,62.22506849315058,,,,,,,,,,,,,,,,,,,
USA,2018,Charleston,US,61.622739726027454,,,,,,,,,,,,,,,,,,,
USA,2012,Charlotte,US,62.466666666666704,,,,,,,,,,,,,,,,,,,
USA,2013,Charlotte,US,60.105205479452046,,,,,,,,,,,,,,,,,,,
USA,2014,Charlotte,US,60.149041095890446,,,,,,,,,,,,,,,,,,,
USA,2015,Charlotte,US,62.69917808219184,,,,,,,,,,,,,,,,,,,
USA,2016,Charlotte,US,63.016939890710354,,,,,,,,,,,,,,,,,,,
USA,2017,Charlotte,US,63.27452054794523,,,,,,,,,,,,,,,,,,,
USA,2018,Charlotte,US,62.592054794520536,,,,,,,,,,,,,,,,,,,
USA,2012,Chattanooga,US,63.061748633879795,,,,,,,,,,,,,,,,,,,
USA,2013,Chattanooga,US,60.14520547945205,,,,,,,,,,,,,,,,,,,
USA,2014,Chattanooga,US,60.10164383561647,,,,,,,,,,,,,,,,,,,
USA,2015,Chattanooga,US,62.19643835616443,,,,,,,,,,,,,,,,,,,
USA,2016,Chattanooga,US,63.48633879781423,,,,,,,,,,,,,,,,,,,
USA,2017,Chattanooga,US,62.747123287671215,,,,,,,,,,,,,,,,,,,
USA,2018,Chattanooga,US,61.63780821917818,,,,,,,,,,,,,,,,,,,
USA,2012,Cheyenne,US,49.28797814207654,,,,,,,,,,,,,,,,,,,
USA,2013,Cheyenne,US,45.75643835616436,,,,,,,,,,,,,,,,,,,
USA,2014,Cheyenne,US,46.44191780821916,,,,,,,,,,,,,,,,,,,
USA,2015,Cheyenne,US,48.25123287671235,,,,,,,,,,,,,,,,,,,
USA,2016,Cheyenne,US,48.52049180327868,,,,,,,,,,,,,,,,,,,
USA,2017,Cheyenne,US,48.39561643835616,,,,,,,,,,,,,,,,,,,
USA,2018,Cheyenne,US,47.29561643835615,,,,,,,,,,,,,,,,,,,
USA,2012,Chicago,US,54.83469945355194,,,,,,,,,,,,,,,,,,,
USA,2013,Chicago,US,49.50657534246573,,,,,,,,,,,,,,,,,,,
USA,2014,Chicago,US,47.84904109589039,,,,,,,,,,,,,,,,,,,
USA,2015,Chicago,US,50.43643835616441,,,,,,,,,,,,,,,,,,,
USA,2016,Chicago,US,52.43087431693985,,,,,,,,,,,,,,,,,,,
USA,2017,Chicago,US,52.65917808219178,,,,,,,,,,,,,,,,,,,
USA,2018,Chicago,US,51.05041095890408,,,,,,,,,,,,,,,,,,,
USA,2012,Cincinnati,US,57.222404371584716,,,,,,,,,,,,,,,,,,,
USA,2013,Cincinnati,US,53.93150684931509,,,,,,,,,,,,,,,,,,,
USA,2014,Cincinnati,US,52.89506849315066,,,,,,,,,,,,,,,,,,,
USA,2015,Cincinnati,US,55.321917808219204,,,,,,,,,,,,,,,,,,,
USA,2016,Cincinnati,US,56.51885245901643,,,,,,,,,,,,,,,,,,,
USA,2017,Cincinnati,US,56.246301369863,,,,,,,,,,,,,,,,,,,
USA,2018,Cincinnati,US,55.39671232876715,,,,,,,,,,,,,,,,,,,
USA,2012,Cleveland,US,54.161475409836044,,,,,,,,,,,,,,,,,,,
USA,2013,Cleveland,US,51.23452054794522,,,,,,,,,,,,,,,,,,,
USA,2014,Cleveland,US,49.214246575342486,,,,,,,,,,,,,,,,,,,
USA,2015,Cleveland,US,51.33698630136984,,,,,,,,,,,,,,,,,,,
USA,2016,Cleveland,US,54.33907103825136,,,,,,,,,,,,,,,,,,,
USA,2017,Cleveland,US,54.43506849315065,,,,,,,,,,,,,,,,,,,
USA,2018,Cleveland,US,52.56547945205473,,,,,,,,,,,,,,,,,,,
USA,2012,Colorado Springs,US,53.15765027322406,,,,,,,,,,,,,,,,,,,
USA,2013,Colorado Springs,US,49.35506849315071,,,,,,,,,,,,,,,,,,,
USA,2014,Colorado Springs,US,49.779999999999944,,,,,,,,,,,,,,,,,,,
USA,2015,Colorado Springs,US,51.040821917808195,,,,,,,,,,,,,,,,,,,
USA,2016,Colorado Springs,US,52.00601092896169,,,,,,,,,,,,,,,,,,,
USA,2017,Colorado Springs,US,52.069589041095895,,,,,,,,,,,,,,,,,,,
USA,2018,Colorado Springs,US,51.22904109589034,,,,,,,,,,,,,,,,,,,
USA,2012,Columbia,US,65.98005464480877,,,,,,,,,,,,,,,,,,,
USA,2013,Columbia,US,63.943287671232916,,,,,,,,,,,,,,,,,,,
USA,2014,Columbia,US,64.04767123287671,,,,,,,,,,,,,,,,,,,
USA,2015,Columbia,US,66.14438356164378,,,,,,,,,,,,,,,,,,,
USA,2016,Columbia,US,66.33524590163934,,,,,,,,,,,,,,,,,,,
USA,2017,Columbia,US,66.76547945205478,,,,,,,,,,,,,,,,,,,
USA,2018,Columbia,US,65.95068493150688,,,,,,,,,,,,,,,,,,,
USA,2012,Columbus,US,61.9520491803279,,,,,,,,,,,,,,,,,,,
USA,2013,Columbus,US,59.49835616438349,,,,,,,,,,,,,,,,,,,
USA,2014,Columbus,US,58.01452054794523,,,,,,,,,,,,,,,,,,,
USA,2015,Columbus,US,59.65027397260273,,,,,,,,,,,,,,,,,,,
USA,2016,Columbus,US,60.748224043715894,,,,,,,,,,,,,,,,,,,
USA,2017,Columbus,US,61.54616438356171,,,,,,,,,,,,,,,,,,,
USA,2018,Columbus,US,60.52191780821913,,,,,,,,,,,,,,,,,,,
USA,2012,Concord,US,49.2311475409836,,,,,,,,,,,,,,,,,,,
USA,2013,Concord,US,46.58082191780822,,,,,,,,,,,,,,,,,,,
USA,2014,Concord,US,45.87342465753425,,,,,,,,,,,,,,,,,,,
USA,2015,Concord,US,47.37272727272725,,,,,,,,,,,,,,,,,,,
USA,2016,Concord,US,49.61038251366123,,,,,,,,,,,,,,,,,,,
USA,2017,Concord,US,48.44328767123287,,,,,,,,,,,,,,,,,,,
USA,2018,Concord,US,48.01287671232881,,,,,,,,,,,,,,,,,,,
USA,2012,Corpus Christi,US,75.15109289617482,,,,,,,,,,,,,,,,,,,
USA,2013,Corpus Christi,US,73.1183561643836,,,,,,,,,,,,,,,,,,,
USA,2014,Corpus Christi,US,71.3767123287671,,,,,,,,,,,,,,,,,,,
USA,2015,Corpus Christi,US,71.61506849315072,,,,,,,,,,,,,,,,,,,
USA,2016,Corpus Christi,US,74.11147540983607,,,,,,,,,,,,,,,,,,,
USA,2017,Corpus Christi,US,73.60630136986305,,,,,,,,,,,,,,,,,,,
USA,2018,Corpus Christi,US,71.7178082191781,,,,,,,,,,,,,,,,,,,
USA,2012,Dallas Ft Worth,US,69.09234972677594,,,,,,,,,,,,,,,,,,,
USA,2013,Dallas Ft Worth,US,66.06410958904107,,,,,,,,,,,,,,,,,,,
USA,2014,Dallas Ft Worth,US,65.92821917808216,,,,,,,,,,,,,,,,,,,
USA,2015,Dallas Ft Worth,US,67.07726027397263,,,,,,,,,,,,,,,,,,,
USA,2016,Dallas Ft Worth,US,68.97786885245905,,,,,,,,,,,,,,,,,,,
USA,2017,Dallas Ft Worth,US,69.63315068493146,,,,,,,,,,,,,,,,,,,
USA,2018,Dallas Ft Worth,US,66.96767123287673,,,,,,,,,,,,,,,,,,,
USA,2012,Dayton,US,55.42295081967211,,,,,,,,,,,,,,,,,,,
USA,2013,Dayton,US,52.37369863013702,,,,,,,,,,,,,,,,,,,
USA,2014,Dayton,US,51.22,,,,,,,,,,,,,,,,,,,
USA,2015,Dayton,US,53.553972602739705,,,,,,,,,,,,,,,,,,,
USA,2016,Dayton,US,54.32103825136613,,,,,,,,,,,,,,,,,,,
USA,2017,Dayton,US,53.99972602739732,,,,,,,,,,,,,,,,,,,
USA,2018,Dayton,US,53.03890410958906,,,,,,,,,,,,,,,,,,,
USA,2012,Denver,US,53.80601092896169,,,,,,,,,,,,,,,,,,,
USA,2013,Denver,US,49.91917808219175,,,,,,,,,,,,,,,,,,,
USA,2014,Denver,US,50.35342465753425,,,,,,,,,,,,,,,,,,,
USA,2015,Denver,US,51.78821917808215,,,,,,,,,,,,,,,,,,,
USA,2016,Denver,US,52.11311475409841,,,,,,,,,,,,,,,,,,,
USA,2017,Denver,US,52.5912328767123,,,,,,,,,,,,,,,,,,,
USA,2018,Denver,US,51.77561643835618,,,,,,,,,,,,,,,,,,,
USA,2012,Des Moines,US,55.94808743169403,,,,,,,,,,,,,,,,,,,
USA,2013,Des Moines,US,50.70136986301367,,,,,,,,,,,,,,,,,,,
USA,2014,Des Moines,US,49.76520547945205,,,,,,,,,,,,,,,,,,,
USA,2015,Des Moines,US,53.49205479452053,,,,,,,,,,,,,,,,,,,
USA,2016,Des Moines,US,54.60409836065571,,,,,,,,,,,,,,,,,,,
USA,2017,Des Moines,US,54.09205479452054,,,,,,,,,,,,,,,,,,,
USA,2018,Des Moines,US,50.84767123287671,,,,,,,,,,,,,,,,,,,
USA,2012,Detroit,US,53.784699453551895,,,,,,,,,,,,,,,,,,,
USA,2013,Detroit,US,49.865205479452044,,,,,,,,,,,,,,,,,,,
USA,2014,Detroit,US,47.904383561643854,,,,,,,,,,,,,,,,,,,
USA,2015,Detroit,US,50.88082191780824,,,,,,,,,,,,,,,,,,,
USA,2016,Detroit,US,52.72322404371579,,,,,,,,,,,,,,,,,,,
USA,2017,Detroit,US,52.158082191780814,,,,,,,,,,,,,,,,,,,
USA,2018,Detroit,US,51.2909589041096,,,,,,,,,,,,,,,,,,,
USA,2012,Duluth,US,44.12377049180328,,,,,,,,,,,,,,,,,,,
USA,2013,Duluth,US,39.68904109589041,,,,,,,,,,,,,,,,,,,
USA,2014,Duluth,US,37.77232876712327,,,,,,,,,,,,,,,,,,,
USA,2015,Duluth,US,42.81643835616441,,,,,,,,,,,,,,,,,,,
USA,2016,Duluth,US,42.963114754098335,,,,,,,,,,,,,,,,,,,
USA,2017,Duluth,US,40.691506849315054,,,,,,,,,,,,,,,,,,,
USA,2018,Duluth,US,40.81178082191784,,,,,,,,,,,,,,,,,,,
USA,2012,El Paso,US,67.83688524590168,,,,,,,,,,,,,,,,,,,
USA,2013,El Paso,US,65.82821917808216,,,,,,,,,,,,,,,,,,,
USA,2014,El Paso,US,67.2843835616438,,,,,,,,,,,,,,,,,,,
USA,2015,El Paso,US,66.88767123287674,,,,,,,,,,,,,,,,,,,
USA,2016,El Paso,US,67.72595628415304,,,,,,,,,,,,,,,,,,,
USA,2017,El Paso,US,68.95041095890409,,,,,,,,,,,,,,,,,,,
USA,2018,El Paso,US,68.40904109589044,,,,,,,,,,,,,,,,,,,
USA,2012,Elkins,US,52.00630136986301,,,,,,,,,,,,,,,,,,,
USA,2013,Elkins,US,50.12931506849314,,,,,,,,,,,,,,,,,,,
USA,2014,Elkins,US,49.5115068493151,,,,,,,,,,,,,,,,,,,
USA,2015,Elkins,US,51.524657534246565,,,,,,,,,,,,,,,,,,,
USA,2016,Elkins,US,51.97049180327871,,,,,,,,,,,,,,,,,,,
USA,2017,Elkins,US,52.25369863013701,,,,,,,,,,,,,,,,,,,
USA,2018,Elkins,US,51.425205479452,,,,,,,,,,,,,,,,,,,
USA,2012,Erie,US,53.0688524590164,,,,,,,,,,,,,,,,,,,
USA,2013,Erie,US,50.020273972602766,,,,,,,,,,,,,,,,,,,
USA,2014,Erie,US,48.34136986301368,,,,,,,,,,,,,,,,,,,
USA,2015,Erie,US,50.31095890410961,,,,,,,,,,,,,,,,,,,
USA,2016,Erie,US,52.737704918032804,,,,,,,,,,,,,,,,,,,
USA,2017,Erie,US,51.5983561643835,,,,,,,,,,,,,,,,,,,
USA,2018,Erie,US,51.35890410958908,,,,,,,,,,,,,,,,,,,
USA,2012,Eugene,US,52.56338797814209,,,,,,,,,,,,,,,,,,,
USA,2013,Eugene,US,52.05534246575342,,,,,,,,,,,,,,,,,,,
USA,2014,Eugene,US,54.695342465753406,,,,,,,,,,,,,,,,,,,
USA,2015,Eugene,US,55.352328767123254,,,,,,,,,,,,,,,,,,,
USA,2016,Eugene,US,54.85934065934067,,,,,,,,,,,,,,,,,,,
USA,2017,Eugene,US,52.19589041095893,,,,,,,,,,,,,,,,,,,
USA,2018,Eugene,US,52.93945205479451,,,,,,,,,,,,,,,,,,,
USA,2012,Evansville,US,59.85245901639343,,,,,,,,,,,,,,,,,,,
USA,2013,Evansville,US,55.873972602739734,,,,,,,,,,,,,,,,,,,
USA,2014,Evansville,US,55.266849315068484,,,,,,,,,,,,,,,,,,,
USA,2015,Evansville,US,57.93397260273976,,,,,,,,,,,,,,,,,,,
USA,2016,Evansville,US,58.79590163934427,,,,,,,,,,,,,,,,,,,
USA,2017,Evansville,US,58.97369863013693,,,,,,,,,,,,,,,,,,,
USA,2018,Evansville,US,57.12767123287675,,,,,,,,,,,,,,,,,,,
USA,2012,Fairbanks,US,24.518852459016397,,,,,,,,,,,,,,,,,,,
USA,2013,Fairbanks,US,29.009863013698656,,,,,,,,,,,,,,,,,,,
USA,2014,Fairbanks,US,31.493698630136965,,,,,,,,,,,,,,,,,,,
USA,2015,Fairbanks,US,30.65643835616439,,,,,,,,,,,,,,,,,,,
USA,2016,Fairbanks,US,31.802732240437155,,,,,,,,,,,,,,,,,,,
USA,2017,Fairbanks,US,30.208767123287668,,,,,,,,,,,,,,,,,,,
USA,2018,Fairbanks,US,31.128219178082194,,,,,,,,,,,,,,,,,,,
USA,2012,Fargo,US,46.90000000000001,,,,,,,,,,,,,,,,,,,
USA,2013,Fargo,US,40.78493150684934,,,,,,,,,,,,,,,,,,,
USA,2014,Fargo,US,41.02821917808217,,,,,,,,,,,,,,,,,,,
USA,2015,Fargo,US,45.8441095890411,,,,,,,,,,,,,,,,,,,
USA,2016,Fargo,US,46.93579234972682,,,,,,,,,,,,,,,,,,,
USA,2017,Fargo,US,44.61616438356167,,,,,,,,,,,,,,,,,,,
USA,2018,Fargo,US,41.92109589041097,,,,,,,,,,,,,,,,,,,
USA,2012,Flint,US,52.14836065573766,,,,,,,,,,,,,,,,,,,
USA,2013,Flint,US,48.71342465753424,,,,,,,,,,,,,,,,,,,
USA,2014,Flint,US,47.0613698630137,,,,,,,,,,,,,,,,,,,
USA,2015,Flint,US,50.39095890410959,,,,,,,,,,,,,,,,,,,
USA,2016,Flint,US,52.096994535519094,,,,,,,,,,,,,,,,,,,
USA,2017,Flint,US,49.50301369863014,,,,,,,,,,,,,,,,,,,
USA,2018,Flint,US,48.239999999999995,,,,,,,,,,,,,,,,,,,
USA,2012,Fort Smith,US,65.78333333333333,,,,,,,,,,,,,,,,,,,
USA,2013,Fort Smith,US,61.230958904109535,,,,,,,,,,,,,,,,,,,
USA,2014,Fort Smith,US,60.39178082191784,,,,,,,,,,,,,,,,,,,
USA,2015,Fort Smith,US,62.39863013698631,,,,,,,,,,,,,,,,,,,
USA,2016,Fort Smith,US,63.89945355191254,,,,,,,,,,,,,,,,,,,
USA,2017,Fort Smith,US,63.9438356164384,,,,,,,,,,,,,,,,,,,
USA,2018,Fort Smith,US,62.17835616438361,,,,,,,,,,,,,,,,,,,
USA,2012,Fort Wayne,US,53.79590163934431,,,,,,,,,,,,,,,,,,,
USA,2013,Fort Wayne,US,49.92739726027394,,,,,,,,,,,,,,,,,,,
USA,2014,Fort Wayne,US,47.713150684931534,,,,,,,,,,,,,,,,,,,
USA,2015,Fort Wayne,US,50.76383561643834,,,,,,,,,,,,,,,,,,,
USA,2016,Fort Wayne,US,52.660655737704914,,,,,,,,,,,,,,,,,,,
USA,2017,Fort Wayne,US,52.48328767123291,,,,,,,,,,,,,,,,,,,
USA,2018,Fort Wayne,US,51.777534246575364,,,,,,,,,,,,,,,,,,,
USA,2012,Fresno,US,66.4073770491803,,,,,,,,,,,,,,,,,,,
USA,2013,Fresno,US,66.54904109589042,,,,,,,,,,,,,,,,,,,
USA,2014,Fresno,US,68.88712328767119,,,,,,,,,,,,,,,,,,,
USA,2015,Fresno,US,66.40328767123292,,,,,,,,,,,,,,,,,,,
USA,2016,Fresno,US,66.09726775956285,,,,,,,,,,,,,,,,,,,
USA,2017,Fresno,US,66.25287671232881,,,,,,,,,,,,,,,,,,,
USA,2018,Fresno,US,66.75342465753425,,,,,,,,,,,,,,,,,,,
USA,2012,Goodland,US,54.2877049180328,,,,,,,,,,,,,,,,,,,
USA,2013,Goodland,US,50.634794520547935,,,,,,,,,,,,,,,,,,,
USA,2014,Goodland,US,50.652054794520545,,,,,,,,,,,,,,,,,,,
USA,2015,Goodland,US,52.87205479452056,,,,,,,,,,,,,,,,,,,
USA,2016,Goodland,US,53.02568306010928,,,,,,,,,,,,,,,,,,,
USA,2017,Goodland,US,52.35287671232876,,,,,,,,,,,,,,,,,,,
USA,2018,Goodland,US,51.042191780821895,,,,,,,,,,,,,,,,,,,
USA,2012,Grand Junction,US,55.39617486338798,,,,,,,,,,,,,,,,,,,
USA,2013,Grand Junction,US,49.85999999999994,,,,,,,,,,,,,,,,,,,
USA,2014,Grand Junction,US,52.19589041095888,,,,,,,,,,,,,,,,,,,
USA,2015,Grand Junction,US,53.272602739726054,,,,,,,,,,,,,,,,,,,
USA,2016,Grand Junction,US,53.451366120218644,,,,,,,,,,,,,,,,,,,
USA,2017,Grand Junction,US,55.65589041095892,,,,,,,,,,,,,,,,,,,
USA,2018,Grand Junction,US,55.17150684931502,,,,,,,,,,,,,,,,,,,
USA,2012,Grand Rapids,US,52.92568306010923,,,,,,,,,,,,,,,,,,,
USA,2013,Grand Rapids,US,48.879726027397254,,,,,,,,,,,,,,,,,,,
USA,2014,Grand Rapids,US,46.894520547945206,,,,,,,,,,,,,,,,,,,
USA,2015,Grand Rapids,US,49.16109589041095,,,,,,,,,,,,,,,,,,,
USA,2016,Grand Rapids,US,51.32568306010926,,,,,,,,,,,,,,,,,,,
USA,2017,Grand Rapids,US,50.3221917808219,,,,,,,,,,,,,,,,,,,
USA,2018,Grand Rapids,US,49.62438356164383,,,,,,,,,,,,,,,,,,,
USA,2012,Great Falls,US,48.07677595628414,,,,,,,,,,,,,,,,,,,
USA,2013,Great Falls,US,46.18821917808216,,,,,,,,,,,,,,,,,,,
USA,2014,Great Falls,US,44.547123287671226,,,,,,,,,,,,,,,,,,,
USA,2015,Great Falls,US,47.46383561643838,,,,,,,,,,,,,,,,,,,
USA,2016,Great Falls,US,46.90136612021859,,,,,,,,,,,,,,,,,,,
USA,2017,Great Falls,US,45.499726027397266,,,,,,,,,,,,,,,,,,,
USA,2018,Great Falls,US,44.32246575342468,,,,,,,,,,,,,,,,,,,
USA,2012,Green Bay,US,49.73852459016394,,,,,,,,,,,,,,,,,,,
USA,2013,Green Bay,US,44.36547945205479,,,,,,,,,,,,,,,,,,,
USA,2014,Green Bay,US,42.414520547945195,,,,,,,,,,,,,,,,,,,
USA,2015,Green Bay,US,47.14219178082191,,,,,,,,,,,,,,,,,,,
USA,2016,Green Bay,US,48.14808743169397,,,,,,,,,,,,,,,,,,,
USA,2017,Green Bay,US,47.170684931506905,,,,,,,,,,,,,,,,,,,
USA,2018,Green Bay,US,46.11342465753424,,,,,,,,,,,,,,,,,,,
USA,2012,Greensboro,US,60.63387978142077,,,,,,,,,,,,,,,,,,,
USA,2013,Greensboro,US,58.06219178082193,,,,,,,,,,,,,,,,,,,
USA,2014,Greensboro,US,58.09589041095885,,,,,,,,,,,,,,,,,,,
USA,2015,Greensboro,US,60.50712328767128,,,,,,,,,,,,,,,,,,,
USA,2016,Greensboro,US,61.12732240437154,,,,,,,,,,,,,,,,,,,
USA,2017,Greensboro,US,60.69479452054798,,,,,,,,,,,,,,,,,,,
USA,2018,Greensboro,US,59.74493150684931,,,,,,,,,,,,,,,,,,,
USA,2012,Hartford Springfield,US,53.50928961748633,,,,,,,,,,,,,,,,,,,
USA,2013,Hartford Springfield,US,50.84383561643832,,,,,,,,,,,,,,,,,,,
USA,2014,Hartford Springfield,US,50.32547945205479,,,,,,,,,,,,,,,,,,,
USA,2015,Hartford Springfield,US,51.36465753424657,,,,,,,,,,,,,,,,,,,
USA,2016,Hartford Springfield,US,52.567759562841545,,,,,,,,,,,,,,,,,,,
USA,2017,Hartford Springfield,US,51.602739726027366,,,,,,,,,,,,,,,,,,,
USA,2018,Hartford Springfield,US,51.447671232876715,,,,,,,,,,,,,,,,,,,
USA,2012,Helena,US,47.18387978142077,,,,,,,,,,,,,,,,,,,
USA,2013,Helena,US,46.4449315068493,,,,,,,,,,,,,,,,,,,
USA,2014,Helena,US,46.04876712328771,,,,,,,,,,,,,,,,,,,
USA,2015,Helena,US,48.30383561643831,,,,,,,,,,,,,,,,,,,
USA,2016,Helena,US,47.65437158469941,,,,,,,,,,,,,,,,,,,
USA,2017,Helena,US,45.52410958904115,,,,,,,,,,,,,,,,,,,
USA,2018,Helena,US,44.78136986301373,,,,,,,,,,,,,,,,,,,
USA,2012,Honolulu,US,76.40983606557383,,,,,,,,,,,,,,,,,,,
USA,2013,Honolulu,US,76.50054794520547,,,,,,,,,,,,,,,,,,,
USA,2014,Honolulu,US,77.67479452054795,,,,,,,,,,,,,,,,,,,
USA,2015,Honolulu,US,78.1561643835616,,,,,,,,,,,,,,,,,,,
USA,2016,Honolulu,US,77.26256830601089,,,,,,,,,,,,,,,,,,,
USA,2017,Honolulu,US,77.7210958904109,,,,,,,,,,,,,,,,,,,
USA,2018,Honolulu,US,78.22739726027399,,,,,,,,,,,,,,,,,,,
USA,2012,Houston,US,71.49480874316936,,,,,,,,,,,,,,,,,,,
USA,2013,Houston,US,68.95972602739721,,,,,,,,,,,,,,,,,,,
USA,2014,Houston,US,68.30054794520554,,,,,,,,,,,,,,,,,,,
USA,2015,Houston,US,69.69041095890411,,,,,,,,,,,,,,,,,,,
USA,2016,Houston,US,70.73306010928958,,,,,,,,,,,,,,,,,,,
USA,2017,Houston,US,71.64986301369866,,,,,,,,,,,,,,,,,,,
USA,2018,Houston,US,70.21506849315068,,,,,,,,,,,,,,,,,,,
USA,2012,Huntsville,US,63.579508196721385,,,,,,,,,,,,,,,,,,,
USA,2013,Huntsville,US,60.568767123287635,,,,,,,,,,,,,,,,,,,
USA,2014,Huntsville,US,60.75260273972605,,,,,,,,,,,,,,,,,,,
USA,2015,Huntsville,US,63.7690410958904,,,,,,,,,,,,,,,,,,,
USA,2016,Huntsville,US,64.40218579234971,,,,,,,,,,,,,,,,,,,
USA,2017,Huntsville,US,63.85123287671231,,,,,,,,,,,,,,,,,,,
USA,2018,Huntsville,US,62.95013698630137,,,,,,,,,,,,,,,,,,,
USA,2012,Indianapolis,US,56.7185792349727,,,,,,,,,,,,,,,,,,,
USA,2013,Indianapolis,US,52.24410958904111,,,,,,,,,,,,,,,,,,,
USA,2014,Indianapolis,US,49.98136986301368,,,,,,,,,,,,,,,,,,,
USA,2015,Indianapolis,US,53.74383561643837,,,,,,,,,,,,,,,,,,,
USA,2016,Indianapolis,US,55.3505464480874,,,,,,,,,,,,,,,,,,,
USA,2017,Indianapolis,US,55.3920547945205,,,,,,,,,,,,,,,,,,,
USA,2018,Indianapolis,US,54.09945205479447,,,,,,,,,,,,,,,,,,,
USA,2012,Jackson,US,66.40928961748631,,,,,,,,,,,,,,,,,,,
USA,2013,Jackson,US,63.98136986301374,,,,,,,,,,,,,,,,,,,
USA,2014,Jackson,US,63.312328767123255,,,,,,,,,,,,,,,,,,,
USA,2015,Jackson,US,66.58219178082193,,,,,,,,,,,,,,,,,,,
USA,2016,Jackson,US,66.78606557377049,,,,,,,,,,,,,,,,,,,
USA,2017,Jackson,US,66.93835616438355,,,,,,,,,,,,,,,,,,,
USA,2018,Jackson,US,64.91150684931499,,,,,,,,,,,,,,,,,,,
USA,2012,Jacksonville,US,68.51994535519125,,,,,,,,,,,,,,,,,,,
USA,2013,Jacksonville,US,67.96657534246575,,,,,,,,,,,,,,,,,,,
USA,2014,Jacksonville,US,66.8780821917808,,,,,,,,,,,,,,,,,,,
USA,2015,Jacksonville,US,69.31369863013697,,,,,,,,,,,,,,,,,,,
USA,2016,Jacksonville,US,68.95081967213115,,,,,,,,,,,,,,,,,,,
