Unnamed: 0,City,Country,Year,TotalEmissions,Longitude,Latitude,Account Number,Population,LandArea(sqkm),HDI,GINI,Overall Score (GDP),Property Rights,Government Integrity,Judicial Effectiveness,Tax Burden,Government Spending,Fiscal Health,Business Freedom,Labor Freedom,Monetary Freedom,Trade Freedom,Investment Freedom,Financial Freedom,Country_Code
404,Nice,France,2013,2139691.0,7.261953,43.710173,50220,550000.0,1400.0,0.889,32.5,64.1,80.0,70.0,72.7,53.0,5.6,57.0,84.0,50.5,81.1,81.8,65.0,70.0,FRA
422,Hamburg,Germany,2013,17755.0,9.993681800000001,53.5510846,35868,1775099.5,755.0,0.935,31.1,72.8,90.0,80.0,79.2,61.8,37.3,90.07999999999998,92.1,43.8,81.2,86.8,85.0,70.0,DEU
429,Gibraltar,Gibraltar,2013,267349.0,-5.3535994,36.1407734,50650,34313.75,6.6,0.869885505257732,38.87940929917293,69.41948124980662,69.53020439301957,63.24978963501676,67.76822911104446,67.45616782514192,52.32086521275377,64.32249647213447,79.50850754145128,69.71202847628726,76.70915629813787,82.72269696477838,69.47591036643804,65.89319150658076,GIB
456,Reykjavik,Iceland,2013,346630.0,-21.81744,64.12652,54459,126799.0,275.0,0.927,25.4,72.1,90.0,83.0,67.65,72.7,36.2,93.65,91.5,58.9,75.8,87.8,65.0,60.0,ISL
475,Banda Aceh,Indonesia,2013,578446.0,95.323756,5.54829,59956,259913.0,3694.751717089304,0.687,40.0,56.9,30.0,30.0,43.85714285714285,83.4,89.2,89.5142857142857,50.2,50.8,75.5,75.0,35.0,50.0,IDN
483,Milano,Italy,2013,5976779.0,9.086356,45.802578,31173,1383461.666666667,182.0,0.881,34.9,60.6,50.0,39.0,55.4,55.5,25.3,66.9,76.9,52.0,80.2,86.8,80.0,60.0,ITA
502,Bologna,Italy,2013,2001132.31,11.3547975,44.48560870000001,36274,259068.7536666667,140.0,0.881,34.9,60.6,50.0,39.0,56.86666666666665,55.5,25.3,67.24666666666666,76.9,52.0,80.2,86.8,80.0,60.0,ITA
510,Udine,Italy,2013,613588.0,13.2333,46.0667,36518,99528.0,56.0,0.881,34.9,60.6,50.0,39.0,56.86666666666665,55.5,25.3,67.24666666666666,76.9,52.0,80.2,86.8,80.0,60.0,ITA
521,Yokohama,Japan,2013,21950000.0,139.6380256,35.4437078,31113,12136443.25,437.0,0.902,32.9,71.8,80.0,80.0,73.5,69.2,45.0,29.4,81.3,80.3,90.6,81.8,60.0,50.0,JPN
527,Nagoya,Japan,2013,13420000.0,136.906398,35.1814464,35902,2288790.5,326.0,0.902,32.9,71.8,80.0,80.0,73.20625,69.2,45.0,29.79999999999999,81.3,80.3,90.6,81.8,60.0,50.0,JPN
529,Kitakyushu,Japan,2013,16777000.0,130.875177,33.883498,44080,946338.0,491.95,0.9035652173913042,33.04444444444444,72.06521739130433,81.05652173913043,78.27391304347825,73.20625,68.22608695652174,51.05217391304348,29.79999999999999,82.5391304347826,81.30434782608695,87.08260869565218,82.0782608695652,65.21739130434783,53.91304347826087,JPN
535,Okayama,Japan,2013,6916000.0,133.919502,34.655146,55179,705917.0,790.0,0.902,32.9,71.8,80.0,80.0,73.20625,69.2,45.0,29.79999999999999,81.3,80.3,90.6,81.8,60.0,50.0,JPN
542,Vilnius ,Lithuania,2013,1994560.0,25.2796514,54.6871555,36154,542626.0,401.0,0.847,35.3,72.1,60.0,48.0,67.76822911104446,92.8,53.6,64.32249647213447,77.6,64.1,78.3,86.8,80.0,80.0,LTU
560,León de los Aldamas,Mexico,2013,5012133.0,-101.683659,21.122062,50359,1578626.0,1283.0,0.756,45.4,67.0,50.0,30.0,39.0,81.1,79.4,69.8,81.4,59.7,77.7,80.6,70.0,60.0,MEX
565,San Luis Potosí,Mexico,2013,4026722.0,-100.9855409,22.1564699,50369,824229.0,1482.0,0.756,47.32000000000001,67.0,50.0,30.0,39.0,81.1,79.4,69.8,81.4,59.7,77.7,80.6,70.0,60.0,MEX
570,Ayuntamiento de Celaya,Mexico,2013,3870274.0,-100.812,20.5222,839665,494304.0,3694.751717089304,0.756,47.32000000000001,67.0,50.0,30.0,39.0,81.1,79.4,69.8,81.4,59.7,77.7,80.6,70.0,60.0,MEX
591,Auckland ,New Zealand,2013,10472155.0,174.741788,-36.815328,43932,1614975.0,4894.0,0.914,38.87940929917293,81.4,95.0,95.0,88.4,71.5,33.2,98.3,99.9,89.5,83.3,86.8,80.0,80.0,NZL
597,Wellington,New Zealand,2013,1301739.0,174.776236,-41.28646029999999,43937,209287.25,290.1,0.914,38.87940929917293,81.4,95.0,95.0,83.5,71.5,33.2,98.6,99.9,89.5,83.3,86.8,80.0,80.0,NZL
607,Oslo,Norway,2013,1298000.0,10.7522454,59.9138688,14088,665929.5,454.0,0.944,26.4,70.5,90.0,90.0,84.65,51.0,40.3,98.1,92.6,44.7,76.9,89.3,70.0,60.0,NOR
656,Fafe,Portugal,2013,148789.0,-8.172861900000001,41.4508217,50671,49992.0,219.0,0.84,36.2,63.1,70.0,61.0,69.25714285714285,61.6,28.3,42.73571428571429,82.8,31.0,79.4,86.8,70.0,60.0,PRT
661,Barreiro,Portugal,2013,284933.0,-9.079072,38.660815,50679,78764.0,33.0,0.84,36.2,63.1,70.0,61.0,69.25714285714285,61.6,28.3,42.73571428571429,82.8,31.0,79.4,86.8,70.0,60.0,PRT
669,Águeda,Portugal,2013,258882.0,-8.445822,40.575302,55325,47729.0,335.0,0.84,36.2,63.1,70.0,61.0,69.25714285714285,61.6,28.3,42.73571428571429,82.8,31.0,79.4,86.8,70.0,60.0,PRT
673,Moita,Portugal,2013,96508.0,-8.65731,41.30284,55442,66029.0,55.0,0.84,36.2,63.1,70.0,61.0,69.25714285714285,61.6,28.3,42.73571428571429,82.8,31.0,79.4,86.8,70.0,60.0,PRT
702,Johannesburg,South Africa,2013,26.22,28.0473051,-26.2041028,31115,5101095.25,1645.0,0.685,63.0,61.8,50.0,41.0,63.24285714285715,70.5,69.2,72.62857142857142,74.7,55.6,75.8,76.3,45.0,60.0,ZAF
715,Durban,South Africa,2013,7008647.0,31.0218404,-29.8586804,35863,10652765.4,2292.0,0.685,63.2,61.8,50.0,41.0,63.24285714285715,70.5,69.2,72.62857142857142,74.7,55.6,75.8,76.3,45.0,60.0,ZAF
720,Pretoria,South Africa,2013,11984729.0,28.188056,-25.746111,49360,3268732.666666667,6298.0,0.685,63.10000000000001,61.8,50.0,41.0,63.24285714285715,70.5,69.2,72.62857142857142,74.7,55.6,75.8,76.3,45.0,60.0,ZAF
729,Seoul,South Korea,2013,48550952.0,126.9779692,37.56653499999999,31187,10127427.0,605.0,0.901,32.0,70.3,70.0,54.0,67.76822911104446,73.0,72.8,64.32249647213447,93.6,48.7,77.9,72.6,70.0,70.0,
733,Suwon ,South Korea,2013,5775155.0,127.0286009,37.2635727,44185,1234939.5,121.0,0.901,31.8,70.3,70.0,54.0,67.76822911104446,73.0,72.8,64.32249647213447,93.6,48.7,77.9,72.6,70.0,70.0,
742,Madrid,Spain,2013,10257048.0,-3.7037902,40.4167754,31171,2397950.5,604.0,0.882,36.2,68.0,70.0,62.0,53.9,53.9,43.0,26.9,80.3,54.3,79.9,86.8,80.0,70.0,ESP
789,Lausanne,Switzerland,2013,499573.0,6.6335,46.5198,54520,140000.0,55.0,0.946,32.5,81.0,90.0,88.0,82.10000000000001,68.1,63.8,95.89999999999999,75.8,87.9,86.2,90.0,80.0,80.0,CHE
795,Kaohsiung,Taiwan,2013,56234284.0,120.3230776,22.6238898,31112,2776348.6,2947.0,0.869885505257732,38.87940929917293,72.7,70.0,61.0,68.7277777777778,80.5,84.9,88.56481481481481,94.3,53.3,82.9,85.0,65.0,50.0,TWN
801,Taipei,Taiwan,2013,14364400.0,121.5488669,25.0465658,31446,2679476.8,272.0,0.869885505257732,38.87940929917293,72.7,70.0,61.0,69.2,80.5,84.9,90.8,94.3,53.3,82.9,85.0,65.0,50.0,TWN
812,Taoyuan ,Taiwan,2013,30073752.26,121.30098,24.993628,54395,2169145.5,1220.9,0.869885505257732,38.87940929917293,72.7,70.0,61.0,67.7,80.5,84.9,83.7,94.3,53.3,82.9,85.0,65.0,50.0,TWN
815,New Taipei,Taiwan,2013,18096066.0,121.4458,25.0111,56276,3985711.75,2053.0,0.869885505257732,38.87940929917293,72.7,70.0,61.0,69.2,80.5,84.9,90.8,94.3,53.3,82.9,85.0,65.0,50.0,TWN
821,Pingtung ,Taiwan,2013,4604805.0,120.54876,22.551976,57347,829113.6,2775.0,0.869885505257732,38.87940929917293,72.7,70.0,61.0,69.2,80.5,84.9,90.8,94.3,53.3,82.9,85.0,65.0,50.0,TWN
824,Yilan ,Taiwan,2013,8180556.68,121.73775,24.702107,61753,457180.5,2143.0,0.869885505257732,38.87940929917293,72.7,70.0,61.0,68.7277777777778,80.5,84.9,88.56481481481481,94.3,53.3,82.9,85.0,65.0,50.0,TWN
828,Bangkok,Thailand,2013,47240334.0,100.556,13.7712,31150,6593316.666666667,3694.751717089304,0.734,37.8,64.1,45.0,34.0,41.7,78.9,83.7,96.3,73.2,72.9,68.3,75.2,40.0,70.0,THA
830,Nakhon Sawan,Thailand,2013,355621.94,100.11996,15.698738,74309,83045.0,3694.751717089304,0.734,37.8,64.1,45.0,34.0,41.7,78.9,83.7,96.3,73.2,72.9,68.3,75.2,40.0,70.0,THA
838,Kadiovacik,Turkey,2013,467.45,26.553613,38.3434574,35755,226.8,5947.0,0.785,40.2,62.9,50.0,42.0,52.15,77.0,64.9,92.9,68.2,43.1,73.3,85.2,65.0,60.0,TUR
856,Birmingham,United Kingdom,2013,5199.7,-1.902907,52.480174,1850,1121380.0,267.8,0.921,33.2,74.8,90.0,78.0,93.0,57.0,27.7,40.4,94.1,71.6,72.4,86.8,90.0,80.0,GBR
862,London ,United Kingdom,2013,40190000.0,-0.078689,51.504858,3422,8797293.666666666,1572.0,0.921,33.2,74.8,90.0,78.0,93.8,57.0,27.7,53.5,94.1,71.6,72.4,86.8,90.0,80.0,GBR
871,Cardiff,United Kingdom,2013,2128000.0,-3.17909,51.481581,31052,362100.0,140.0,0.921,33.2,74.8,90.0,78.0,93.0,57.0,27.7,40.4,94.1,71.6,72.4,86.8,90.0,80.0,GBR
878,Manchester,United Kingdom,2013,14889318.0,-2.2484851,53.479324,35898,2802263.75,1277.0,0.921,33.2,74.8,90.0,78.0,93.0,57.0,27.7,40.4,94.1,71.6,72.4,86.8,90.0,80.0,GBR
881,Bournemouth,United Kingdom,2013,782650.0,-1.880769,50.719164,54521,260133.3333333333,108.0,0.921,33.2,74.8,90.0,78.0,93.0,57.0,27.7,40.4,94.1,71.6,72.4,86.8,90.0,80.0,GBR
885,Leicester,United Kingdom,2013,1719600.0,-1.1333,52.6333,54529,345617.3333333333,73.0,0.921,33.2,74.8,90.0,78.0,93.0,57.0,27.7,40.4,94.1,71.6,72.4,86.8,90.0,80.0,GBR
901,Atlanta,United States,2013,8857265.0,-84.3879824,33.7489954,1093,446978.5,343.0,0.918,40.7,76.0,85.0,71.0,76.50288600288599,69.3,47.8,54.01551226551214,90.5,95.5,75.0,86.4,70.0,70.0,USA
905,Austin,United States,2013,13700000.0,-97.7431,30.2672,1184,1051644.6,704.0,0.918,40.7,76.0,85.0,71.0,76.0,69.3,47.8,54.05,90.5,95.5,75.0,86.4,70.0,70.0,USA
915,New York,United States,2013,45993429.0,-74.00594129999999,40.7127837,3417,8512613.0,784.0,0.918,40.7,76.0,85.0,71.0,76.85,69.3,47.8,53.2,90.5,95.5,75.0,86.4,70.0,70.0,USA
923,Las Vegas,United States,2013,29555418.0,-115.1398296,36.1699412,10495,649770.75,136.0,0.918,40.7,76.0,85.0,71.0,76.86666666666666,69.3,47.8,53.73333333333333,90.5,95.5,75.0,86.4,70.0,70.0,USA
929,Los Angeles,United States,2013,32289089.0,-118.2436849,34.0522342,10894,3993752.0,1215.0,0.918,40.7,76.0,85.0,71.0,76.0,69.3,47.8,54.05,90.5,95.5,75.0,86.4,70.0,70.0,USA
938,"Portland, OR",United States,2013,7601940.0,-122.6762071,45.5234515,14874,719664.5,376.0,0.918,40.7,76.0,85.0,71.0,76.0,69.3,47.8,54.05,90.5,95.5,75.0,86.4,70.0,70.0,USA
947,Washington DC,United States,2013,8204579.0,-77.03687070000001,38.9071923,31090,690274.4,158.0,0.918,40.7,76.0,85.0,71.0,76.0,69.3,47.8,54.05,90.5,95.5,75.0,86.4,70.0,70.0,USA
969,Denver,United States,2013,9132000.0,-104.9847179,39.737567,32550,692162.4,401.0,0.918,40.7,76.0,85.0,71.0,76.9,69.3,47.8,54.8,90.5,95.5,75.0,86.4,70.0,70.0,USA
975,Boston,United States,2013,6135026.0,-71.05977320000001,42.35843079999999,35268,673450.0,124.0,0.918,40.7,76.0,85.0,71.0,76.0,69.3,47.8,54.05,90.5,95.5,75.0,86.4,70.0,70.0,USA
1004,Pittsburgh,United States,2013,4803046.0,-79.9958864,40.44062479999999,35877,303376.0,151.0,0.918,40.7,76.0,85.0,71.0,76.9,69.3,47.8,54.8,90.5,95.5,75.0,86.4,70.0,70.0,USA
1007,Minneapolis,United States,2013,4689049.0,-93.26666999999999,44.983334,35879,417166.4,139.8,0.918,40.7,76.0,85.0,71.0,76.9,69.3,47.8,54.8,90.5,95.5,75.0,86.4,70.0,70.0,USA
1016,San Antonio,United States,2013,15734762.0,-98.4936,29.4241,43905,1472366.0,426.0,0.918,40.7,76.0,85.0,71.0,76.50288600288599,69.3,47.8,54.01551226551214,90.5,95.5,75.0,86.4,70.0,70.0,USA
1019,Indianapolis,United States,2013,2160364.98,-86.17846899999999,39.767625,43907,859670.0,953.0,0.918,40.7,76.0,85.0,71.0,76.50288600288599,69.3,47.8,54.01551226551214,90.5,95.5,75.0,86.4,70.0,70.0,USA
1032,Kansas City,United States,2013,14420040.0,-94.573,39.1429,49330,487049.3333333333,3694.751717089304,0.918,40.7,76.0,85.0,71.0,75.1,69.3,47.8,53.3,90.5,95.5,75.0,86.4,70.0,70.0,USA
1035,Richmond,United States,2013,3188954.0,-77.436048,37.540725,49334,224042.8,162.0,0.918,40.7,76.0,85.0,71.0,76.9,69.3,47.8,54.8,90.5,95.5,75.0,86.4,70.0,70.0,USA
1045,Greensboro,United States,2013,4467691.0,-79.791975,36.072635,50541,292170.25,346.5,0.918,40.7,76.0,85.0,71.0,76.50288600288599,69.3,47.8,54.01551226551214,90.5,95.5,75.0,86.4,70.0,70.0,USA
1050,Oakland,United States,2013,1992444.0,-122.2708,37.8044,50560,423923.75,144.0,0.918,40.7,76.0,85.0,71.0,75.1,69.3,47.8,53.3,90.5,95.5,75.0,86.4,70.0,70.0,USA
1106,Iowa ,United States,2013,1298620.0,-91.5302,41.6611,54111,74580.75,65.5,0.918,40.7,76.0,85.0,71.0,76.50288600288599,69.3,47.8,54.01551226551214,90.5,95.5,75.0,86.4,70.0,70.0,USA
1126,West Palm Beach,United States,2013,1484767.0,-80.053375,26.715342,55801,110755.5,58.2,0.918,40.7,76.0,85.0,71.0,76.9,69.3,47.8,54.8,90.5,95.5,75.0,86.4,70.0,70.0,USA
1151,"Alton, IL",United States,2013,401079.0,-90.184276,38.890604,58627,26581.0,43.0,0.918,40.7,76.0,85.0,71.0,76.50288600288599,69.3,47.8,54.01551226551214,90.5,95.5,75.0,86.4,70.0,70.0,USA
1230,Caracas,Venezuela,2013,17424651.0,-66.8037185,10.4696404,31159,3518590.0,776.0,0.777,38.87940929917293,36.1,5.0,19.0,67.76822911104446,75.6,50.6,64.32249647213447,45.6,34.5,47.3,58.8,5.0,20.0,VEN
1233,Ho Chi Minh,Vietnam,2013,30012000.0,106.660172,10.762622,31164,8427700.0,2095.0,0.681,35.7,51.0,15.0,29.0,36.3,75.6,72.4,27.3,63.8,65.5,65.3,78.6,15.0,30.0,VNM
4,Buenos Aires,Argentina,2014,19667128.0,-58.3815931,-34.6037232,31155,3016817.0,202.0,0.836,41.6,44.6,15.0,29.5,39.6,63.5,49.9,56.4,53.9,44.9,60.0,68.9,30.0,30.0,ARG
10,Córdoba,Argentina,2014,5099175.0,-64.1888,-31.4201,50371,1495450.0,576.0,0.836,41.6,44.6,15.0,29.5,43.84666666666667,63.5,49.9,53.10666666666661,53.9,44.9,60.0,68.9,30.0,30.0,ARG
13,la Ciudad de Paraná,Argentina,2014,793211.8,-60.511547,-31.74132,54620,254022.5,3694.751717089304,0.836,41.6,44.6,15.0,29.5,44.5,63.5,49.9,52.6,53.9,44.9,60.0,68.9,30.0,30.0,ARG
15,Santa Fé,Argentina,2014,965990.75,-60.697294,-31.610658,55379,398927.0,3694.751717089304,0.836,41.6,44.6,15.0,29.5,43.84666666666667,63.5,49.9,53.10666666666661,53.9,44.9,60.0,68.9,30.0,30.0,ARG
16,Venado Tuerto,Argentina,2014,420095.92,-61.969016,-33.745557,60414,78977.0,3694.751717089304,0.836,41.6,44.6,15.0,29.5,43.84666666666667,63.5,49.9,53.10666666666661,53.9,44.9,60.0,68.9,30.0,30.0,ARG
17,San Carlos de Bariloche,Argentina,2014,905190.3799999999,-71.310278,-41.133472,60417,112887.0,3694.751717089304,0.836,41.6,44.6,15.0,29.5,43.84666666666667,63.5,49.9,53.10666666666661,53.9,44.9,60.0,68.9,30.0,30.0,ARG
20,"General Alvear, Buenos Aires",Argentina,2014,395490.62,-67.6955,-34.978,69834,46429.0,3694.751717089304,0.836,41.6,44.6,15.0,29.5,43.84666666666667,63.5,49.9,53.10666666666661,53.9,44.9,60.0,68.9,30.0,30.0,ARG
21,Arias,Argentina,2014,95216.70999999999,-62.402821,-33.640334,73648,7249.0,3694.751717089304,0.836,41.6,44.6,15.0,29.5,43.84666666666667,63.5,49.9,53.10666666666661,53.9,44.9,60.0,68.9,30.0,30.0,ARG
22,Armstrong,Argentina,2014,52083.05,-61.604083,-32.782897,73650,11484.0,3694.751717089304,0.836,41.6,44.6,15.0,29.5,43.84666666666667,63.5,49.9,53.10666666666661,53.9,44.9,60.0,68.9,30.0,30.0,ARG
23,Caseros,Argentina,2014,20938.19,-58.563463,-34.609483,73652,2339.0,3694.751717089304,0.836,41.6,44.6,15.0,29.5,44.5,63.5,49.9,52.6,53.9,44.9,60.0,68.9,30.0,30.0,ARG
25,Correa,Argentina,2014,58070.21,-60.85,-32.566667,73663,6146.0,3694.751717089304,0.836,41.6,44.6,15.0,29.5,43.84666666666667,63.5,49.9,53.10666666666661,53.9,44.9,60.0,68.9,30.0,30.0,ARG
28,Malabrigo,Argentina,2014,49149.11,-59.970068,-29.348924,73668,7479.5,3694.751717089304,0.836,41.6,44.6,15.0,29.5,44.5,63.5,49.9,52.6,53.9,44.9,60.0,68.9,30.0,30.0,ARG
30,Godoy Cruz,Argentina,2014,443795.38,-68.858396,-32.928627,73671,195647.5,3694.751717089304,0.836,41.6,44.6,15.0,29.5,43.84666666666667,63.5,49.9,53.10666666666661,53.9,44.9,60.0,68.9,30.0,30.0,ARG
31,Chañar Ladeado,Argentina,2014,39023.24,-62.041291,-33.324484,73678,5415.0,3694.751717089304,0.836,41.6,44.6,15.0,29.5,43.84666666666667,63.5,49.9,53.10666666666661,53.9,44.9,60.0,68.9,30.0,30.0,ARG
32,Cruz Alta,Argentina,2014,27730.33,-53.605355,-28.645488,73679,7344.0,3694.751717089304,0.836,41.6,44.6,15.0,29.5,43.84666666666667,63.5,49.9,53.10666666666661,53.9,44.9,60.0,68.9,30.0,30.0,ARG
33,Carcarana,Argentina,2014,104047.77,-61.157817,-32.857186,73680,16432.0,3694.751717089304,0.836,41.6,44.6,15.0,29.5,43.84666666666667,63.5,49.9,53.10666666666661,53.9,44.9,60.0,68.9,30.0,30.0,ARG
35,Villa General Belgrano,Argentina,2014,56816.69,-64.55941,-31.977665,73690,8257.0,3694.751717089304,0.836,41.6,44.6,15.0,29.5,43.84666666666667,63.5,49.9,53.10666666666661,53.9,44.9,60.0,68.9,30.0,30.0,ARG
36,La Rioja,Argentina,2014,634302.97,-66.855993,-29.419379,73693,180995.0,3694.751717089304,0.836,41.6,44.6,15.0,29.5,43.84666666666667,63.5,49.9,53.10666666666661,53.9,44.9,60.0,68.9,30.0,30.0,ARG
37,Chacabuco,Argentina,2014,662343.5599999999,-60.47151899999999,-34.642084,73694,51254.0,3694.751717089304,0.836,41.6,44.6,15.0,29.5,44.5,63.5,49.9,52.6,53.9,44.9,60.0,68.9,30.0,30.0,ARG
39,Uranga,Argentina,2014,9847.64,-60.707459,-33.26541,73695,907.5,3694.751717089304,0.836,41.6,44.6,15.0,29.5,44.5,63.5,49.9,52.6,53.9,44.9,60.0,68.9,30.0,30.0,ARG
42,San Carlos Sud,Argentina,2014,24696.92,-61.100028,-31.755693,73701,2167.5,3694.751717089304,0.836,41.6,44.6,15.0,29.5,44.5,63.5,49.9,52.6,53.9,44.9,60.0,68.9,30.0,30.0,ARG
44,Totoras,Argentina,2014,116102.18,-61.167371,-32.583479,73707,10292.0,3694.751717089304,0.836,41.6,44.6,15.0,29.5,43.84666666666667,63.5,49.9,53.10666666666661,53.9,44.9,60.0,68.9,30.0,30.0,ARG
45,Camilo Aldao,Argentina,2014,91022.88,-62.09586700000001,-33.126319,73712,5209.0,3694.751717089304,0.836,41.6,44.6,15.0,29.5,44.5,63.5,49.9,52.6,53.9,44.9,60.0,68.9,30.0,30.0,ARG
47,San Miguel,Argentina,2014,756164.42,-58.71185799999999,-34.543055,73713,281775.0,3694.751717089304,0.836,41.6,44.6,15.0,29.5,44.5,63.5,49.9,52.6,53.9,44.9,60.0,68.9,30.0,30.0,ARG
49,Cosquín,Argentina,2014,37604.54,-64.470381,-31.246813,73715,19815.0,3694.751717089304,0.836,41.6,44.6,15.0,29.5,43.84666666666667,63.5,49.9,53.10666666666661,53.9,44.9,60.0,68.9,30.0,30.0,ARG
50,Arteaga,Argentina,2014,27857.38,-61.79147099999999,-33.090412,73724,3452.5,3694.751717089304,0.836,41.6,44.6,15.0,29.5,44.5,63.5,49.9,52.6,53.9,44.9,60.0,68.9,30.0,30.0,ARG
52,Guaminí,Argentina,2014,794110.6799999999,-62.418471,-37.012608,73725,11826.0,3694.751717089304,0.836,41.6,44.6,15.0,29.5,43.84666666666667,63.5,49.9,53.10666666666661,53.9,44.9,60.0,68.9,30.0,30.0,ARG
53,Monte Buey,Argentina,2014,48468.27,-62.454528,-32.914263,73732,6395.0,3694.751717089304,0.836,41.6,44.6,15.0,29.5,44.5,63.5,49.9,52.6,53.9,44.9,60.0,68.9,30.0,30.0,ARG
55,Tafi Viejo,Argentina,2014,106117.74,-65.267029,-26.732479,73736,56407.0,3694.751717089304,0.836,41.6,44.6,15.0,29.5,43.84666666666667,63.5,49.9,53.10666666666661,53.9,44.9,60.0,68.9,30.0,30.0,ARG
57,Salliqueló,Argentina,2014,203695.49,-62.959201,-36.751463,73788,8714.0,3694.751717089304,0.836,41.6,44.6,15.0,29.5,43.84666666666667,63.5,49.9,53.10666666666661,53.9,44.9,60.0,68.9,30.0,30.0,ARG
59,Juana Koslay,Argentina,2014,44050.65,-66.230158,-33.263763,73801,15912.0,3694.751717089304,0.836,41.6,44.6,15.0,29.5,43.84666666666667,63.5,49.9,53.10666666666661,53.9,44.9,60.0,68.9,30.0,30.0,ARG
61,Herrera,Argentina,2014,37701.46,-63.06671,-28.48147,73803,1767.0,3694.751717089304,0.836,41.6,44.6,15.0,29.5,43.84666666666667,63.5,49.9,53.10666666666661,53.9,44.9,60.0,68.9,30.0,30.0,ARG
63,Corrientes,Argentina,2014,791744.47,-58.830635,-27.469213,834219,363088.0,3694.751717089304,0.836,41.6,44.6,15.0,29.5,43.84666666666667,63.5,49.9,53.10666666666661,53.9,44.9,60.0,68.9,30.0,30.0,ARG
64,Bell Ville,Argentina,2014,96806.11,-62.688857,-32.630508,834226,35281.0,3694.751717089304,0.836,41.6,44.6,15.0,29.5,43.84666666666667,63.5,49.9,53.10666666666661,53.9,44.9,60.0,68.9,30.0,30.0,ARG
65,Bragado,Argentina,2014,668545.8,-60.489941,-35.115475,834229,41336.0,3694.751717089304,0.836,41.6,44.6,15.0,29.5,43.84666666666667,63.5,49.9,53.10666666666661,53.9,44.9,60.0,68.9,30.0,30.0,ARG
66,Centeno,Argentina,2014,18734.57,-61.410416,-32.296913,834238,3116.0,3694.751717089304,0.836,41.6,44.6,15.0,29.5,43.84666666666667,63.5,49.9,53.10666666666661,53.9,44.9,60.0,68.9,30.0,30.0,ARG
68,Guaymallén,Argentina,2014,775221.69,-68.8047,-32.902821,834255,304037.5,3694.751717089304,0.836,41.6,44.6,15.0,29.5,44.5,63.5,49.9,52.6,53.9,44.9,60.0,68.9,30.0,30.0,ARG
70,Inriville,Argentina,2014,52603.15,-62.23124,-32.947289,834258,3719.0,3694.751717089304,0.836,41.6,44.6,15.0,29.5,43.84666666666667,63.5,49.9,53.10666666666661,53.9,44.9,60.0,68.9,30.0,30.0,ARG
71,Lobos,Argentina,2014,457265.28,-59.097528,-35.185361,834259,37705.5,3694.751717089304,0.836,41.6,44.6,15.0,29.5,44.5,63.5,49.9,52.6,53.9,44.9,60.0,68.9,30.0,30.0,ARG
73,Olavarría,Argentina,2014,3309377.78,-60.32335,-36.893717,834260,111708.0,3694.751717089304,0.836,41.6,44.6,15.0,29.5,43.84666666666667,63.5,49.9,53.10666666666661,53.9,44.9,60.0,68.9,30.0,30.0,ARG
74,Patagones,Argentina,2014,664557.76,-62.980361,-40.798639,834277,31294.0,3694.751717089304,0.836,41.6,44.6,15.0,29.5,43.84666666666667,63.5,49.9,53.10666666666661,53.9,44.9,60.0,68.9,30.0,30.0,ARG
76,Pérez,Argentina,2014,90153.21,-60.773169,-32.999141,834280,29204.0,3694.751717089304,0.836,41.6,44.6,15.0,29.5,43.84666666666667,63.5,49.9,53.10666666666661,53.9,44.9,60.0,68.9,30.0,30.0,ARG
77,Rauch,Argentina,2014,1149552.31,-59.089786,-36.774918,834289,15520.0,3694.751717089304,0.836,41.6,44.6,15.0,29.5,43.84666666666667,63.5,49.9,53.10666666666661,53.9,44.9,60.0,68.9,30.0,30.0,ARG
78,San Antonio de Areco,Argentina,2014,182599.95,-59.473866,-34.243617,834301,24389.5,3694.751717089304,0.836,41.6,44.6,15.0,29.5,44.5,63.5,49.9,52.6,53.9,44.9,60.0,68.9,30.0,30.0,ARG
80,San Martín de los Andes,Argentina,2014,241533.26,-71.352444,-40.15721,834403,33275.0,3694.751717089304,0.836,41.6,44.6,15.0,29.5,44.5,63.5,49.9,52.6,53.9,44.9,60.0,68.9,30.0,30.0,ARG
82,Soldini,Argentina,2014,12056.6,-60.754718,-33.020688,834405,3212.0,3694.751717089304,0.836,41.6,44.6,15.0,29.5,43.84666666666667,63.5,49.9,53.10666666666661,53.9,44.9,60.0,68.9,30.0,30.0,ARG
118,Melbourne,Australia,2014,5805437.0,144.96328,-37.814107,31109,154863.4,38.0,0.933,34.4,82.0,90.0,87.7,90.93333333333334,64.2,62.6,85.03333333333332,94.6,79.2,80.5,86.4,85.0,90.0,AUS
135,Canberra,Australia,2014,3977800.0,149.1244,-35.3075,43928,416250.0,2358.0,0.933,34.4,82.0,90.0,87.7,90.93333333333334,64.2,62.6,85.03333333333332,94.6,79.2,80.5,86.4,85.0,90.0,AUS
159,Brussels,Belgium,2014,4254080.0,4.348780000000001,50.8505,35854,182190.0,3694.751717089304,0.918,28.1,69.9,80.0,74.2,67.76822911104446,44.8,14.8,64.32249647213447,89.9,72.7,79.5,87.8,85.0,70.0,BEL
172,Belo Horizonte,Brazil,2014,2878873.0,-43.9333,-19.9167,35848,2463719.666666667,331.0,0.756,52.1,56.9,50.0,37.9,50.88260869565219,68.8,54.1,18.70434782608696,53.8,49.8,69.9,69.3,55.0,60.0,BRA
